project,package,class,method,time_green
linsonzhao,video.app.autobahn,ByteBufferOutputStream,write.(I)V,26
linsonzhao,video.app.autobahn,WebSocketOptions,setMaxFramePayloadSize.(I)V,28
linsonzhao,video.app.autobahn,WebSocketOptions,setMaxMessagePayloadSize.(I)V,29
linsonzhao,video.app.autobahn,WebSocketOptions,setSocketReceiveTimeout.(I)V,29
linsonzhao,video.app.autobahn,WebSocketOptions,setSocketConnectTimeout.(I)V,34
linsonzhao,video.app.autobahn,WebSocketOptions,setReconnectInterval.(I)V,31
linsonzhao,video.app.com.views,ScallingImageView,setMaxWidth.(I)V,29
linsonzhao,video.app.com.views,ScallingImageView,setMaxHeight.(I)V,30
linsonzhao,video.app.com.views,ScallingImageView,onMeasure.(II)V,28
linsonzhao,video.app.com.views,ScallingImageView,resolveAdjustedSize.(III)I,28
jfedor2,org.jfedor.nxtremotecontrol,SquareImageButton,onMeasure.(II)V,28
nemui,deep.dark.lonebrewer,LBWFCompanionConfigActivity,startColourPicking.(I)V,26
nemui,deep.dark.lonebrewer,LBWFCompanionConfigActivity,onConnectionSuspended.(I)V,31
Jumping-alien-W-and-M,jumpingalien.common.sprites,ImageSprite,scaleToHeight.(I)Ljava/lang/Object;,29
Jumping-alien-W-and-M,jumpingalien.common.sprites,ImageSprite,resizeTo.(II)Ljava/lang/Object;,33
Jumping-alien-W-and-M,jumpingalien.common.sprites,ImageSprite,scaleToWidth.(I)Ljava/lang/Object;,27
Jumping-alien-W-and-M,jumpingalien.common.sprites,ImageSprite,shiftHue.(I)Ljava/lang/Object;,27
Jumping-alien-W-and-M,jumpingalien.model,Slime,hit.(I)V,27
Jumping-alien-W-and-M,jumpingalien.model,World,setXWindow.(I)V,26
Jumping-alien-W-and-M,jumpingalien.model,World,setYWindow.(I)V,27
Jumping-alien-W-and-M,jumpingalien.model,World,getProperXWindow.(I)I,37
Jumping-alien-W-and-M,jumpingalien.model,World,getProperYWindow.(I)I,28
Jumping-alien-W-and-M,jumpingalien.model,World,setWindowWidth.(I)V,27
Jumping-alien-W-and-M,jumpingalien.model,World,setWindowHeight.(I)V,27
Jumping-alien-W-and-M,jumpingalien.model,World,getTilePos.(I)I,28
Jumping-alien-W-and-M,jumpingalien.model,World,getHash.(II)I,28
Jumping-alien-W-and-M,jumpingalien.model,World,getFeature.(II)Ljava/lang/Object;,26
Jumping-alien-W-and-M,jumpingalien.common.sprites,ImageSprite,scaleToHeight.(I)Ljava/lang/Object;,27
Jumping-alien-W-and-M,jumpingalien.common.sprites,ImageSprite,resizeTo.(II)Ljava/lang/Object;,29
Jumping-alien-W-and-M,jumpingalien.common.sprites,ImageSprite,scaleToWidth.(I)Ljava/lang/Object;,27
Jumping-alien-W-and-M,jumpingalien.common.sprites,ImageSprite,shiftHue.(I)Ljava/lang/Object;,26
Jumping-alien-W-and-M,jumpingalien.model,World,setXWindow.(I)V,27
Jumping-alien-W-and-M,jumpingalien.model,World,setYWindow.(I)V,26
Jumping-alien-W-and-M,jumpingalien.model,World,getProperXWindow.(I)I,28
Jumping-alien-W-and-M,jumpingalien.model,World,getProperYWindow.(I)I,28
Jumping-alien-W-and-M,jumpingalien.model,World,setWindowWidth.(I)V,27
Jumping-alien-W-and-M,jumpingalien.model,World,setWindowHeight.(I)V,26
Jumping-alien-W-and-M,jumpingalien.model,World,getTilePos.(I)I,28
Jumping-alien-W-and-M,jumpingalien.model,World,getHash.(II)I,29
Jumping-alien-W-and-M,jumpingalien.model,World,getFeature.(II)Ljava/lang/Object;,28
Jumping-alien-W-and-M,jumpingalien.common.sprites,ImageSprite,scaleToHeight.(I)Ljava/lang/Object;,27
Jumping-alien-W-and-M,jumpingalien.common.sprites,ImageSprite,resizeTo.(II)Ljava/lang/Object;,30
Jumping-alien-W-and-M,jumpingalien.common.sprites,ImageSprite,scaleToWidth.(I)Ljava/lang/Object;,29
Jumping-alien-W-and-M,jumpingalien.common.sprites,ImageSprite,shiftHue.(I)Ljava/lang/Object;,26
lerichard95,-,RandTreeGenInt,randTree.(II)Ljava/lang/Object;,26
lerichard95,-,RandTreeGenInt,exhaustTree.(II)Ljava/lang/Object;,96
lerichard95,-,RandTreeGenInt,exhaustTreeN.(III)Ljava/lang/Object;,49
lerichard95,-,RandTreeGenInt,randTreeN.(III)Ljava/lang/Object;,28
harrisca,com.zephyrus.testapp.carletonenergyapp.app,MainActivity,setCurrentView.(I)V,26
onespot,onespot.pivotal.api.dao,ProjectMembershipsDAO,id.(I)Ljava/lang/Object;,30
onespot,onespot.pivotal.api.dao,ProjectMembershipsDAO,getMembershipFromPersonId.(I)Ljava/lang/Object;,26
sephiroth74,it.sephiroth.android.library.overlaymenu,OverMenuView,createMenuOverlay.(I)V,27
sephiroth74,it.sephiroth.android.library.overlaymenu,OverMenuView,setDefaultPosition.(I)V,27
sudobash1,pbsc,PbscCompiler,generateSymTabComment.(II)Ljava/lang/Object;,28
jn222na,com.example.DAL,CRUD,getTask.(I)Ljava/lang/Object;,27
jn222na,com.example.DAL,CRUD,sortFirstAndLastname.(I)Ljava/lang/Object;,27
phil132,de.gistribution.beuth.phil.gistribution_v1,NavigationDrawerFragment,selectItem.(I)V,29
supernova-cmu,CV,CrossValidation,shuffle.(I)V,28
supernova-cmu,CV,CrossValidation,validate.(I)Ljava/lang/Object;,27
supernova-cmu,CV,CrossValidationWithPruning,shuffle.(I)V,28
supernova-cmu,CV,CrossValidationWithPruning,validate.(I)Ljava/lang/Object;,28
dumchikov,chickens.kharkov.ua.chickens,TabsViewPagerAdapter,getItem.(I)Ljava/lang/Object;,28
dumchikov,chickens.kharkov.ua.chickens,TabsViewPagerAdapter,getPageTitle.(I)Ljava/lang/Object;,26
dumchikov,com.grumoon.pulllistview,PullListView,canScroll.(I)Z,27
jlnunn2372,main.java.bubblePopper,ScoreBoardController,setScore.(I)V,27
jlnunn2372,main.java.bubblePopper,ScoreBoardController,setHighScore.(I)V,26
jlnunn2372,main.java.bubblePopper,ScoreBoardController,comapreScore.(I)V,28
jlnunn2372,main.java.bubblePopper,ScoreBoardController,addScoreToList.(II)V,29
jlnunn2372,bubblePopper,ScoreBoardController,setScore.(I)V,26
jlnunn2372,bubblePopper,ScoreBoardController,setHighScore.(I)V,26
jlnunn2372,bubblePopper,ScoreBoardController,comapreScore.(I)V,28
jlnunn2372,bubblePopper,ScoreBoardController,addScoreToList.(II)V,28
ParthoShuvo,com.apppreview.shuvojit.androiddatabase.databases,StudentDatabase,getStudentInfoList.(I)Ljava/lang/Object;,29
twitter,com.twitter.http2,HttpConnection,isRemoteSideClosed.(I)Z,29
twitter,com.twitter.http2,HttpConnection,isLocalSideClosed.(I)Z,29
twitter,com.twitter.http2,HttpConnection,getSendWindowSize.(I)I,29
twitter,com.twitter.http2,HttpConnection,updateSendWindowSize.(II)I,29
twitter,com.twitter.http2,HttpConnection,updateReceiveWindowSize.(II)I,28
twitter,com.twitter.http2,HttpConnection,getReceiveWindowSizeLowerBound.(I)I,28
twitter,com.twitter.http2,HttpConnection,updateAllSendWindowSizes.(I)V,27
twitter,com.twitter.http2,HttpConnection,updateAllReceiveWindowSizes.(I)V,27
twitter,com.twitter.http2,HttpConnection,getPendingWrite.(I)Ljava/lang/Object;,28
twitter,com.twitter.http2,HttpConnection,removePendingWrite.(I)Ljava/lang/Object;,27
twitter,com.twitter.http2,HttpHeaderBlockEncoder,setEncoderMaxHeaderTableSize.(I)V,38
twitter,com.twitter.http2,HttpHeaderBlockEncoder,setDecoderMaxHeaderTableSize.(I)V,27
asutoshpalai,server,HTTPServer,runServer.(I)V,33
SvenDub,nl.svendubbeld.car.activity,CarActivity,onConnectionSuspended.(I)V,26
SvenDub,nl.svendubbeld.car.activity,CarActivity,onGpsStatusChanged.(I)V,28
vdzundza,main,HashMap,getIndex.(I)I,28
vdzundza,main,HashMap,get.(I)Ljava/lang/Object;,28
yxsu,com.petuum.ps.common.util,VectorClock,isUniqueMin.(I)Z,28
yxsu,com.petuum.ps.common.util,VectorClock,addClock.(II)V,27
yxsu,com.petuum.ps.common.util,VectorClock,tick.(I)I,28
yxsu,com.petuum.ps.common.util,VectorClock,getClock.(I)I,28
yxsu,com.petuum.ps.server,CallBackSubs,subscribe.(I)Z,28
yxsu,com.petuum.ps.server,CallBackSubs,unsubscribe.(I)Z,28
yxsu,com.petuum.ps.server,Server,init.(I)V,28
yxsu,com.petuum.ps.server,Server,addClientBgPair.(II)V,28
yxsu,com.petuum.ps.server,Server,findCreateRow.(II)Ljava/lang/Object;,29
yxsu,com.petuum.ps.server,Server,clock.(II)Z,28
yxsu,com.petuum.ps.server,Server,addRowRequest.(IIII)V,28
yxsu,com.petuum.ps.server,Server,getBgVersion.(I)I,28
yxsu,com.petuum.ps.server,ServerRow,subscribe.(I)V,28
yxsu,com.petuum.ps.server,ServerRow,unsubscribe.(I)V,28
yxsu,com.petuum.ps.thread,SSPRowRequestOpLogMgr,cleanVersionOpLogs.(II)V,33
yxsu,com.petuum.ps.thread,SSPRowRequestOpLogMgr,getOpLog.(I)Ljava/lang/Object;,27
yxsu,com.petuum.ps.thread,SSPRowRequestOpLogMgr,serverAcknowledgeVersion.(II)V,26
yxsu,com.petuum.ps.thread,SSPRowRequestOpLogMgr,opLogIterInit.(II)Ljava/lang/Object;,27
thergbway,gui,MazeVisualizer,addAppropriateFlagIfPossible.(II)V,28
Ehb-IPG13,be.ehb.ipg13.fastjobs,NavigationDrawerFragment,selectItem.(I)V,28
fiddenmar,com.jlabs.lab6,EncodingCipher,getEncoding.(I)Ljava/lang/String;,32
leetea,com.androidexample.noisealert,SoundLevelView,setLevel.(II)V,28
jordanywhite,edu.up.cs301.game,GameHumanPlayer,flash.(II)V,27
jordanywhite,edu.up.cs301.game.config,GameConfig,removePlayer.(I)V,30
jordanywhite,edu.up.cs301.game.config,GameConfig,getSelName.(I)Ljava/lang/Object;,29
jordanywhite,edu.up.cs301.game.config,GameConfig,getSelType.(I)Ljava/lang/Object;,29
jordanywhite,edu.up.cs301.game.config,GameConfig,setRemoteSelType.(I)V,38
jordanywhite,edu.up.cs301.othello,OthelloState,isLegalMove.(II)Z,28
jordanywhite,edu.up.cs301.othello,OthelloState,playDisk.(II)V,28
jordanywhite,edu.up.cs301.othello,OthelloState,getDisk.(II)Ljava/lang/Object;,28
jordanywhite,edu.up.cs301.othello,OthelloState,setTurn.(I)V,28
jhonnybsg,br.com.gamezes.presenter,GameStartScreenPresenter,virifyMove.(I)V,28
jhonnybsg,br.com.gamezes.screens,PlayerSelectScreen,touchDown.(IIII)Z,26
jhonnybsg,br.com.gamezes.screens,PlayerSelectScreen,touchUp.(IIII)Z,28
jhonnybsg,br.com.gamezes.screens,PlayerSelectScreen,touchDragged.(III)Z,26
jhonnybsg,br.com.gamezes.screens,PlayerSelectScreen,keyDown.(I)Z,27
jhonnybsg,br.com.gamezes.screens,PlayerSelectScreen,keyUp.(I)Z,27
jhonnybsg,br.com.gamezes.screens,PlayerSelectScreen,mouseMoved.(II)Z,26
jhonnybsg,br.com.gamezes.screens,PlayerSelectScreen,scrolled.(I)Z,26
kschlorff16,-,Picture,get.(II)Ljava/awt/Color;,35
danielsnipher,br.com.fiap.blind,DesambiguaVoz,onInit.(I)V,29
danielsnipher,br.com.fiap.blind,MapRouteActivity,onInit.(I)V,29
DShamaev,com.hikimori911.mylastfmclient.appinterface,MainMenuAdapter,getItemViewType.(I)I,28
DShamaev,com.hikimori911.mylastfmclient.appinterface,MainMenuAdapter,isPositionHeader.(I)Z,27
DShamaev,com.hikimori911.mylastfmclient.appinterface,MainMenuFragment,selectItem.(I)V,28
unaveed,asteroids,Debris,createDebris.(I)Ljava/lang/Object;,28
chrisschroeder92,edu.augustana.csc490.phoenix,Bullet,checkOnScreen.(I)Z,30
daniellebryant,edu.augustana.csc490.individualgame,GamePiece,contains.(II)Z,29
daniellebryant,edu.augustana.csc490.individualgame,GamePiece,setOwner.(I)V,31
Tyrtle,trevorwarner.individualgame,Brick,setBrickHealth.(I)V,28
Tyrtle,trevorwarner.individualgame,UpgradesShop,increasePrice.(II)I,28
ronenfilho,com.imagery.imagerymedical,FullScreenViewActivity,adjustImageAspect.(II)V,33
ronenfilho,com.imagery.imagerymedical,MainActivity,displayView.(I)V,28
mirabon,com.artech.prototype2.tsaplin.statistics.ngrams,AbstractSingleWord,getNthWord.(I)Ljava/lang/Object;,28
xcerox,com.libreriajRR.seguridad,CoreValidacion,isSymbol.(I)Z,28
spiritistz,com.wordpress.hifilmtheapp,MainActivity,getOutputMediaFileUri.(I)Ljava/lang/Object;,27
spiritistz,com.wordpress.hifilmtheapp,MainActivity,getOutputMediaFile.(I)Ljava/lang/Object;,28
vehicle-history,io.vehiclehistory.adapter,VehicleDataAdapter,getItem.(I)Ljava/lang/Object;,27
vehicle-history,io.vehiclehistory.fragment,NavigationDrawerFragment,selectItem.(I)V,29
niosus,com.learnit.learnit.activities,HomeworkActivity,removeWordFromActiveList.(I)V,27
niosus,com.learnit.learnit.fragments.learn_fragments,AbstractLearnFragment,onAnimationStarted.(II)V,26
niosus,com.learnit.learnit.fragments.learn_fragments,AbstractLearnFragment,onAnimationFinished.(II)V,28
niosus,com.learnit.learnit.fragments.learn_fragments,AbstractLearnFragment,fetchNewRandomWordsAsync.(II)V,26
niosus,com.learnit.learnit.fragments.learn_fragments,AbstractLearnFragment,fetchNewRandomWordsAsync.(I)V,28
niosus,com.learnit.learnit.fragments.learn_fragments,AbstractLearnFragment,hideButtons.(II)V,30
jeremux,serveur,GraphImpl,aRecu.(I)Z,27
jeremux,serveur,GraphImpl,getCptMessage.(I)I,29
jeremux,serveur,TreeImpl,aRecu.(I)Z,28
jeremux,serveur,TreeImpl,getCptMessage.(I)I,30
dheerajbsc,-,DepthFirstSearch,addEdge.(II)V,27
Artur-,org.vaadin.artur,DayValidator,setMonth.(I)V,29
Artur-,org.vaadin.artur,DayValidator,getDaysInMonth.(I)I,55
sivang,org.kde.necessitas.origo,QtActivity,onCreateDialog.(I)Ljava/lang/Object;,30
sivang,org.kde.necessitas.origo,QtActivity,super_onCreateDialog.(I)Ljava/lang/Object;,26
sivang,org.kde.necessitas.origo,QtActivity,onCreatePanelView.(I)Ljava/lang/Object;,35
sivang,org.kde.necessitas.origo,QtActivity,super_onCreatePanelView.(I)Ljava/lang/Object;,27
tphoney,com.android.neverheardthat,Collection,getArtist.(I)Ljava/lang/Object;,29
lluidesia,com.stfalcon.lostandfound.tabs,SlidingTabLayout,setCustomTabView.(II)V,28
lluidesia,com.stfalcon.lostandfound.tabs,SlidingTabLayout,scrollToTab.(II)V,27
AxelSilvestre,fr.sedara.pusher.model,Game,playerForward.(II)Z,28
AxelSilvestre,fr.sedara.pusher.model,Game,timerTask.(II)Ljava/lang/Object;,26
immlf,ua.pp.lab101.synthesizercontrol.activity.accessory,ReadDataFromCSVFileActivity,checkTime.(III)Z,33
immlf,ua.pp.lab101.synthesizercontrol.activity.accessory,ReadDataFromCSVFileActivity,getTimeInSeconds.(III)I,27
immlf,ua.pp.lab101.synthesizercontrol.activity.main,MainActivity,onModeSelected.(I)V,27
immlf,ua.pp.lab101.synthesizercontrol.adregisters,ADRegister,setBitByPosition.(I)V,32
immlf,ua.pp.lab101.synthesizercontrol.adregisters,ADRegister,clearBitByPosition.(I)V,29
immlf,ua.pp.lab101.synthesizercontrol.adregisters,ADRegister,setStateByMask.(I)V,26
immlf,ua.pp.lab101.synthesizercontrol.adregisters,ADRegister,clearStateByMask.(I)V,26
immlf,ua.pp.lab101.synthesizercontrol.adregisters,ADRegister,isSuitablePositionValue.(I)Z,27
immlf,ua.pp.lab101.synthesizercontrol.ftdiconverter,DataConverter,returnSetBitMask.(I)B,38
immlf,ua.pp.lab101.synthesizercontrol.ftdiconverter,DataConverter,returnClearBitMask.(I)B,28
fabiuz7,edu.priceton.cs.graph,DigraphGenerator,simple.(II)Ljava/lang/Object;,36
fabiuz7,edu.priceton.cs.graph,DigraphGenerator,complete.(I)Ljava/lang/Object;,27
fabiuz7,edu.priceton.cs.graph,DigraphGenerator,tournament.(I)Ljava/lang/Object;,28
fabiuz7,edu.priceton.cs.graph,DigraphGenerator,rootedInTree.(I)Ljava/lang/Object;,27
fabiuz7,edu.priceton.cs.graph,DigraphGenerator,rootedOutTree.(I)Ljava/lang/Object;,27
fabiuz7,edu.priceton.cs.graph,DigraphGenerator,strong.(III)Ljava/lang/Object;,52
fabiuz7,edu.priceton.cs.graph,GraphGenerator,simple.(II)Ljava/lang/Object;,35
fabiuz7,edu.priceton.cs.graph,GraphGenerator,complete.(I)Ljava/lang/Object;,27
fabiuz7,edu.priceton.cs.graph,GraphGenerator,completeBipartite.(II)Ljava/lang/Object;,27
fabiuz7,edu.priceton.cs.graph,GraphGenerator,regular.(II)Ljava/lang/Object;,28
fabiuz7,edu.umd.cloud9.util,ArrayListOfFloats,ensureCapacity.(I)V,29
fabiuz7,edu.umd.cloud9.util,ArrayListOfFloats,get.(I)F,28
fabiuz7,edu.umd.cloud9.util,ArrayListOfFloats,remove.(I)F,29
fabiuz7,edu.umd.cloud9.util,ArrayListOfInts,ensureCapacity.(I)V,29
fabiuz7,edu.umd.cloud9.util,ArrayListOfInts,contains.(I)Z,27
fabiuz7,edu.umd.cloud9.util,ArrayListOfInts,indexOf.(I)I,28
fabiuz7,edu.umd.cloud9.util,ArrayListOfInts,lastIndexOf.(I)I,27
fabiuz7,edu.umd.cloud9.util,ArrayListOfInts,get.(I)I,29
fabiuz7,edu.umd.cloud9.util,ArrayListOfInts,set.(II)I,29
fabiuz7,edu.umd.cloud9.util,ArrayListOfInts,add.(I)V,39
fabiuz7,edu.umd.cloud9.util,ArrayListOfInts,add.(II)V,33
fabiuz7,edu.umd.cloud9.util,ArrayListOfInts,remove.(I)I,30
fabiuz7,edu.umd.cloud9.util,ArrayListOfInts,shiftLastNToTop.(I)V,30
fabiuz7,edu.umd.cloud9.util,ArrayListOfShorts,ensureCapacity.(I)V,29
fabiuz7,edu.umd.cloud9.util,ArrayListOfShorts,get.(I)S,28
fabiuz7,edu.umd.cloud9.util,ArrayListOfShorts,remove.(I)S,29
fabiuz7,util,GetData,getIntFromKeyboard.(II)I,87
aurora-lzzp,hex,Func_bin,_convert.(II)Ljava/lang/String;,45
aurora-lzzp,student,ClassMgr,setClassMgrid.(I)V,35
aurora-lzzp,student,ClassMgr,searchClassbyNum.(I)Ljava/lang/Object;,32
aurora-lzzp,student,ClassMgr,delClass.(I)Z,29
rsv355,beap.webmyne.com.demotabbar,MainActivity,selectTAB.(I)V,31
igrief15,-,Board,getPos.(I)Ljava/lang/Object;,26
igrief15,-,Board,drawBoard.(II)V,56
igrief15,-,Board,function.(I)I,29
igrief15,-,Board,occupy.(II)V,28
igrief15,-,Board,unoccupy.(II)V,27
igrief15,-,Player,move.(I)I,30
igrief15,-,Player,changeCoins.(I)V,27
igrief15,-,Position,occupy.(I)V,28
igrief15,-,Position,unoccupy.(I)V,28
yanxch,fizz.buzz.whizz.fizzbuzz,FizzBuzzGame,askNumber.(I)Ljava/lang/Object;,27
Sidereo,com.sidereo.paparazzi.adapter,PictureAdapter,getItemViewType.(I)I,29
bhargavchippada,clickr,LoginPage,updateSharedPref.(I)V,27
di-ruan,shared,RDSWrapper,getRestaurantCoupons.(I)Ljava/lang/Object;,29
di-ruan,shared,RDSWrapper,getCustomerCoupons.(I)Ljava/lang/Object;,29
di-ruan,shared,RDSWrapper,purchaseCoupon.(II)Z,32
di-ruan,shared,RDSWrapper,deleteCoupon.(II)Z,35
di-ruan,shared,RDSWrapper,getCustomerRegisterId.(I)Ljava/lang/Object;,28
di-ruan,shared,RDSWrapper,getRestaurantConfig.(I)Ljava/lang/Object;,28
di-ruan,shared,RDSWrapper,getCustomerConfig.(I)Ljava/lang/Object;,27
EricssonResearch,com.ericsson.research.owr.sdk,MediaStreamHandler,onSendSsrcChanged.(I)V,28
TBtomislav,jxl.biff,BuiltInName,getBuiltInName.(I)Ljxl/biff/BuiltInName;,246
TBtomislav,jxl.biff,Fonts,getFont.(I)Ljava/lang/Object;,27
TBtomislav,jxl.biff,FormattingRecords,isDate.(I)Z,31
TBtomislav,jxl.biff,FormattingRecords,getDateFormat.(I)Ljava/lang/Object;,28
TBtomislav,jxl.biff,FormattingRecords,getNumberFormat.(I)Ljava/lang/Object;,28
TBtomislav,jxl.biff,FormattingRecords,getFormatRecord.(I)Ljava/lang/Object;,26
TBtomislav,jxl.biff,FormattingRecords,getXFRecord.(I)Ljava/lang/Object;,40
TBtomislav,jxl.biff,Type,getType.(I)Ljxl/biff/Type;,88
TBtomislav,jxl.biff,Type,createType.(I)Ljxl/biff/Type;,29
TBtomislav,jxl.biff.drawing,BlipType,getType.(I)Ljxl/biff/drawing/BlipType;,36
TBtomislav,jxl.biff.drawing,EscherRecordType,getType.(I)Ljxl/biff/drawing/EscherRecordType;,66
TBtomislav,jxl.biff.drawing,ShapeType,getType.(I)Ljxl/biff/drawing/ShapeType;,43
TBtomislav,jxl.biff.formula,Area3d,adjustRelativeCellReferences.(II)V,29
TBtomislav,jxl.biff.formula,CellReference3d,adjustRelativeCellReferences.(II)V,27
TBtomislav,jxl.biff.formula,FormulaErrorCode,getErrorCode.(I)Ljxl/biff/formula/FormulaErrorCode;,57
TBtomislav,jxl.biff.formula,Function,getFunction.(I)Ljava/lang/Object;,28
TBtomislav,jxl.format,Alignment,getAlignment.(I)Ljxl/format/Alignment;,29
TBtomislav,jxl.format,BorderLineStyle,getStyle.(I)Ljxl/format/BorderLineStyle;,31
TBtomislav,jxl.format,Colour,getInternalColour.(I)Ljava/lang/Object;,29
TBtomislav,jxl.format,Orientation,getOrientation.(I)Ljxl/format/Orientation;,46
TBtomislav,jxl.format,Pattern,getPattern.(I)Ljxl/format/Pattern;,32
TBtomislav,jxl.format,ScriptStyle,getStyle.(I)Ljxl/format/ScriptStyle;,28
TBtomislav,jxl.format,UnderlineStyle,getStyle.(I)Ljxl/format/UnderlineStyle;,37
TBtomislav,jxl.format,VerticalAlignment,getAlignment.(I)Ljxl/format/VerticalAlignment;,29
TBtomislav,jxl.write.biff,RowRecord,setRowHeight.(I)V,28
TBtomislav,jxl.write.biff,RowRecord,removeCell.(I)V,40
TBtomislav,jxl.write.biff,RowRecord,getCell.(I)Ljava/lang/Object;,29
TBtomislav,jxl.write.biff,RowRecord,insertColumn.(I)V,29
TBtomislav,jxl.write.biff,RowRecord,removeColumn.(I)V,29
TBtomislav,jxl.write.biff,RowRecord,setOutlineLevel.(I)V,28
TBtomislav,jxl.write.biff,WritableWorkbookImpl,getReadSheet.(I)Ljava/lang/Object;,27
TBtomislav,jxl.write.biff,WritableWorkbookImpl,getSheet.(I)Ljava/lang/Object;,27
TBtomislav,jxl.write.biff,WritableWorkbookImpl,removeSheet.(I)V,29
TBtomislav,jxl.write.biff,WritableWorkbookImpl,moveSheet.(II)Ljava/lang/Object;,28
TBtomislav,jxl.write.biff,WritableWorkbookImpl,getExternalSheetName.(I)Ljava/lang/Object;,28
TBtomislav,jxl.write.biff,WritableWorkbookImpl,getLastExternalSheetName.(I)Ljava/lang/Object;,28
TBtomislav,jxl.write.biff,WritableWorkbookImpl,getExternalSheetIndex.(I)I,28
TBtomislav,jxl.write.biff,WritableWorkbookImpl,getLastExternalSheetIndex.(I)I,29
TBtomislav,jxl.write.biff,WritableWorkbookImpl,getName.(I)Ljava/lang/Object;,32
RedingG,com.reding.qrcard,WelcomeActivity,onPageScrollStateChanged.(I)V,28
RedingG,com.reding.qrcard,WelcomeActivity,onPageSelected.(I)V,27
RedingG,com.reding.qrcard,WelcomeActivity,setCurView.(I)V,29
RedingG,com.reding.qrcard,WelcomeActivity,setCurDot.(I)V,28
Holmaren,ir,PostingsEntry,addOffset.(I)V,31
mtudora,com.application.timmy.ui,OfficeMapView,onSizeChanged.(IIII)V,28
mtudora,com.application.timmy.ui,OfficeMapView,onMeasure.(II)V,26
mtudora,com.application.timmy.ui,OfficeMapView,measure.(I)I,28
alero,org.hrodberaht.i18n.formatter,NumberFormatter,validatePosition.(IIII)Z,29
kawsar-ahmed,demo,Demo,multiply.(II)I,50
netixx,fr.enst.infsi351.notedown.fragment,CutPdfRendererFragment,showPage.(II)V,29
netixx,fr.enst.infsi351.notedown.fragment,SideBySidePdfRendererFragment,showPage.(II)V,27
netixx,fr.enst.infsi351.notedown.fragment,SideBySidePdfRendererFragment,clearMarkers.(I)V,28
netixx,fr.enst.infsi351.notedown.fragment,SideBySidePdfRendererFragment,renderMarkers.(I)V,28
netixx,fr.enst.infsi351.notedown.util,PdfEngine,prepareRender.(I)Z,27
wenjiang,com.zwb.simple.ui,SelectorDrawable,setColors.(II)V,26
wenjiang,com.zwb.simple.ui,SelectorDrawable,changeViewOn.(I)V,26
aatxe,org.tomato.net.server.debug,LimitLinesDocumentListener,setLimitLines.(I)V,30
roma,com.rakuten.rit.roma.romac4j.connection,RomaSocketPool,init.(IIII)V,28
lzh9102,zxinggui.generator,GeneratorManager,getGenerator.(I)Ljava/lang/Object;,29
naver,com.naver.android.rotatableviewsample,MainActivity,roundOrientation.(II)I,27
abraxasson,at.abraxas.amarino.example.plugin.compass,MyEditActivity,getRateText.(I)Ljava/lang/Object;,26
abraxasson,at.abraxas.amarino.example.plugin.compass,MyEditActivity,getRate.(I)I,37
abraxasson,at.abraxas.amarino.plugins.accelerometer,EditActivity,getRateText.(I)Ljava/lang/Object;,26
abraxasson,at.abraxas.amarino.plugins.accelerometer,EditActivity,getRate.(I)I,28
abraxasson,at.abraxas.amarino.plugins.compass,EditActivity,getRateText.(I)Ljava/lang/Object;,27
abraxasson,at.abraxas.amarino.plugins.compass,EditActivity,getRate.(I)I,29
abraxasson,at.abraxas.amarino.plugins.orientation,EditActivity,getRateText.(I)Ljava/lang/Object;,27
abraxasson,at.abraxas.amarino.plugins.orientation,EditActivity,getRate.(I)I,29
GugleGH,ru.nosov.SMSreader.db.adapters,AdapterPSTv1,getItem.(I)Ljava/lang/Object;,27
GugleGH,ru.nosov.SMSreader.db.adapters,AdapterPSTv1,getItemId.(I)J,28
GugleGH,ru.nosov.SMSreader.db.adapters,AdapterPSTv1,getItemViewType.(I)I,29
GugleGH,ru.nosov.server.db.tables.logic,UsersDAOImpl,getUsersById.(I)Ljava/lang/Object;,28
GugleGH,ru.nosov.server.db.tables.logic,UsersTypesDAOImpl,getUsersTypesById.(I)Ljava/lang/Object;,28
CMTelecom,com.cmtelecom.example.activities,RegistrationActivity,getCountryISOForCountryCode.(I)Ljava/lang/Object;,29
asleepcat,org.eclipse.wb.swt,SWTResourceManager,getColor.(I)Ljava/lang/Object;,26
asleepcat,org.eclipse.wb.swt,SWTResourceManager,getColor.(III)Ljava/lang/Object;,27
asleepcat,org.eclipse.wb.swt,SWTResourceManager,getCursor.(I)Ljava/lang/Object;,28
vcsupser,io.netty.example.portunification,PortUnificationServerHandler,isGzip.(II)Z,29
vcsupser,io.netty.example.portunification,PortUnificationServerHandler,isHttp.(II)Z,32
vcsupser,io.netty.example.portunification,PortUnificationServerHandler,isFactorial.(I)Z,29
StefanCiotec,ro.pub.cs.systems.pdsd.lab05.sample09baseadapter.controller,CartoonAdapter,getItem.(I)Ljava/lang/Object;,27
StefanCiotec,ro.pub.cs.systems.pdsd.lab05.sample09baseadapter.controller,CartoonAdapter,getItemId.(I)J,31
StefanCiotec,ro.pub.cs.systems.pdsd.lab05.sample09baseadapter.controller,CartoonAdapter,getItemViewType.(I)I,28
StefanCiotec,ro.pub.cs.systems.pdsd.lab05.sample10listactivity.controller,CartoonAdapter,getItem.(I)Ljava/lang/Object;,29
StefanCiotec,ro.pub.cs.systems.pdsd.lab05.sample10listactivity.controller,CartoonAdapter,getItemId.(I)J,27
