project,package,class,method,time_green
shred,org.shredzone.feinrip.dvb.si,CharsetMapper,mapCharacterCode.(I)Ljava/nio/charset/Charset;,5053
sheryanresutov,GameBackEnd,GameBoard,removeSet.(III)V,29
kinneyyan,com.yanshi.my36kr.adapter.index,FeedAdapter,getItemViewType.(I)I,28
butlersrepos,dungeonDigger.entities.templates,ZombieTemplate,newDex.(I)I,28
abraxasson,at.abraxas.amarino.plugins.accelerometer,EditActivity,getRate.(I)I,28
WyattPearson,-,Board,function.(I)I,27
yxsu,com.petuum.ps.server,Server,getBgVersion.(I)I,29
clear2zero,com.ksy.media.widget,MediaPlayerMovieRatioView,show.(I)V,28
tuanhq,org.thq.business,ContentInfoDAO,deleteDtoById.(I)Z,30
vcsupser,io.netty.example.portunification,PortUnificationServerHandler,isHttp.(II)Z,31
DShamaev,com.hikimori911.mylastfmclient.appinterface,MainMenuFragment,selectItem.(I)V,31
StefanCiotec,ro.pub.cs.systems.pdsd.lab05.addressbook.controller,ContactAdapter,setCheckedItemPosition.(I)V,27
tkleisas,org.teacake.monolith.apk,SoundPoolManager,pauseMusic.(I)V,29
Jumping-alien-W-and-M,jumpingalien.model,World,getHash.(II)I,29
zhangruoxu,VC.CodeGen,Frame,pop.(I)V,34
divinebooger,huglife,StdDraw,isKeyPressed.(I)Z,98
eevans,SevenZip.Compression.LZMA,Base,StateUpdateChar.(I)I,35
jlnunn2372,main.java.bubblePopper,ScoreBoardController,comapreScore.(I)V,30
TheTemportalist,com.temportalist.thaumicexpansion.common.block,BlockThaumicAnalyzer,getTier.(I)I,29
clear2zero,com.ksy.media.widget,MediaPlayerLockView,show.(I)V,28
asleepcat,org.eclipse.wb.swt,SWTResourceManager,getColor.(III)Ljava/lang/Object;,28
pfyuit,com.pfyuit.myalgorithm.datastructure.hash,HashTable,find.(I)Lcom/pfyuit/myalgorithm/datastructure/hash/HashTable$DataItem;,29
roma,com.rakuten.rit.roma.romac4j.connection,RomaSocketPool,init.(IIII)V,29
yojek,com.sflow.jmx,SFlowAgent,dsIndex.(I)V,27
shred,org.shredzone.feinrip.gui,JLabelGroup,setMinimumWidth.(I)V,102
Tibolte,is.arontibo.library.VectorCompat,DrawableCompat,setLayoutDirection.(I)V,28
igrief15,-,Player,changeCoins.(I)V,31
TheTemportalist,com.temportalist.thaumicexpansion.common.tile,TEThaumicAnalyzer,installAugment.(I)Z,28
caseyjames,assignment9,PriorityQueueHEAP,percolateUp.(I)V,28
igorgatis,com.googlecode.compress_j2me.gzip,ZStream,write.(I)V,31
vcsupser,io.netty.example.portunification,PortUnificationServerHandler,isFactorial.(I)Z,29
BoBinLee,com.skhu.service,SkhuBrdService,addQnABrd.(II)Z,28
fabiuz7,edu.umd.cloud9.util,ArrayListOfFloats,get.(I)F,28
onespot,onespot.pivotal.api.dao,ProjectMembershipsDAO,id.(I)Ljava/lang/Object;,25
netixx,fr.enst.infsi351.notedown.fragment,SideBySidePdfRendererFragment,showPage.(II)V,26
TBtomislav,jxl.biff,Fonts,getFont.(I)Ljava/lang/Object;,31
srivathsarao,com.vertexnet.realestate.model.tablemodel,SitePaymentTableModel,getColumnName.(I)Ljava/lang/Object;,27
MikeLydeamore,cofh.item,ItemBase,getIconFromDamage.(I)Ljava/lang/Object;,28
pfyuit,com.pfyuit.myalgorithm.datastructure.hash,HashTable,remove.(I)Lcom/pfyuit/myalgorithm/datastructure/hash/HashTable$DataItem;,27
immlf,ua.pp.lab101.synthesizercontrol.activity.main,MainActivity,onModeSelected.(I)V,37
IMORALESNW,com.nubware.healthyapp,ApplicationStep2,onExit.(I)V,27
TBtomislav,jxl.biff,FormattingRecords,getXFRecord.(I)Ljava/lang/Object;,27
supernova-cmu,CV,CrossValidationWithPruning,validate.(I)Ljava/lang/Object;,29
lluidesia,com.stfalcon.lostandfound.tabs,SlidingTabLayout,scrollToTab.(II)V,28
jfeinstein10,com.jeremyfeinstein.slidingmenu.lib.app,SlidingListActivity,setContentView.(I)V,34
niosus,com.learnit.learnit.fragments.learn_fragments,AbstractLearnFragment,fetchNewRandomWordsAsync.(II)V,27
eungju,cylon.creole,CreoleMarkupBuilder,charAt.(I)C,29
srivathsarao,com.vertexnet.realestate.model.tablemodel,InstallmentsTableModel,isCellEditable.(II)Z,26
divinebooger,-,Calculator,multiply.(II)I,28
divinebooger,-,Piece,move.(II)V,28
voodoodyne,org.subethamail.smtp.io,ThresholdingOutputStream,thresholdReached.(II)V,28
igrief15,-,Board,occupy.(II)V,25
hpu-spring87,com.hpuvoice.app,ChatActivity,dotsItem.(I)Ljava/lang/Object;,26
yxsu,com.petuum.ps.server,Server,addClientBgPair.(II)V,28
Jumping-alien-W-and-M,jumpingalien.model,World,setYWindow.(I)V,27
fabiuz7,edu.umd.cloud9.util,ArrayListOfInts,set.(II)I,36
tuanhq,org.thq.business,ContentInfoDAO,getDtoById.(I)Ljava/lang/Object;,32
supernova-cmu,CV,CrossValidationWithPruning,shuffle.(I)V,28
srivathsarao,com.vertexnet.realestate.model.tablemodel,EmployeesTableModel,getColumnClass.(I)Ljava/lang/Object;,33
fabiuz7,edu.umd.cloud9.util,ArrayListOfInts,shiftLastNToTop.(I)V,34
mathewreny,edu.unl.cse,Compiler,returnBinaryNumber.(II)Ljava/lang/Object;,33
di-ruan,shared,RDSWrapper,purchaseCoupon.(II)Z,28
nutgaard,no.utgdev.nfpa,DiamondSettingsPanel,selectByState.(II)V,28
Mandrivia,main,ProblemData,setNbBalloon.(I)V,39
clear2zero,com.ksy.media.widget,MediaPlayerBufferingView,setBufferingProgress.(I)V,35
flypigrmvb,kankan.wheel.widget.adapters,NumericWheelAdapter,getItemText.(I)Ljava/lang/Object;,32
martincameron,micromod.compiler,AudioData,setSamplingRate.(I)V,27
luizrogeriocn,-,ListaDeCantinas,adicionarReferencia.(II)V,26
compgen-io,io.compgen.common,TallyCounts,incr.(I)V,28
Trololoshe4ki,-,Proba3,metodDelete.(I)V,30
TheTemportalist,com.temportalist.thaumicexpansion.common.block,BlockThaumicAnalyzer,getIcon.(II)Ljava/lang/Object;,30
KenyStev,ChessChaturanga.Logica,Board,getPieceAt.(II)Ljava/lang/Object;,29
KenyStev,Zero.Studio.Gato,Gato,set0.(II)V,36
supernova-cmu,CV,CrossValidation,shuffle.(I)V,30
tliu17,-,OpenHashing,delete.(II)V,37
Jumping-alien-W-and-M,jumpingalien.model,World,setXWindow.(I)V,28
zyq001,edu.bupt.zyq,MinStack,push.(I)V,51
srivathsarao,com.vertexnet.realestate.model.tablemodel,AgentsTableModel,isCellEditable.(II)Z,30
yxsu,com.petuum.ps.common.util,VectorClock,tick.(I)I,31
nefiga,fastpace.com.appme.action,Action,setActionChanngeDrawable.(I)V,28
jhonnybsg,br.com.gamezes.presenter,GameStartScreenPresenter,virifyMove.(I)V,30
ricardocaldeira,controle,Con_Lote_Ezeq,setIdLote.(I)V,34
clear2zero,com.ksy.media.widget,MediaPlayerBaseControllerView,show.(I)V,31
Artur-,org.vaadin.artur,DayValidator,setMonth.(I)V,30
TBtomislav,jxl.format,Alignment,getAlignment.(I)Ljxl/format/Alignment;,31
jglewis93,com.example.jon.restroomradar,SchemaContract,getTitle.(I)Ljava/lang/Object;,29
chanueting,be.ac.ulg.montefiore.run.jahmm.learn,BaumWelchLearner,setNbIterations.(I)V,28
unaveed,asteroids,Debris,createDebris.(I)Ljava/lang/Object;,28
sephiroth74,it.sephiroth.android.library.overlaymenu,OverMenuView,setDefaultPosition.(I)V,27
jeremux,serveur,GraphImpl,aRecu.(I)Z,28
KenyStev,-,PalindromoAir,printPassengers.(I)V,29
vcsupser,io.netty.example.portunification,PortUnificationServerHandler,isGzip.(II)Z,28
yojek,com.sflow.jmx,SFlowAgent,pad.(I)I,33
srivathsarao,com.vertexnet.realestate.model.tablemodel,SitePaymentTableModel,isCellEditable.(II)Z,30
lorinczpatrik,tema2_TP,Simulator,closeHandler.(I)V,31
voxelcarrot,io.bunnies.fractalmaps.view,FractalView,onSizeChanged.(IIII)V,29
stefanil,com.jsyn.examples,DualOscilloscope,startAudio.(I)V,28
ronak1790,core,Database,getUsername.(I)Ljava/lang/Object;,28
chrisschroeder92,edu.augustana.csc490.phoenix,Bullet,checkOnScreen.(I)Z,29
zlim,jnt.scimark2,FFT,log2.(I)I,86
Jumping-alien-W-and-M,jumpingalien.common.sprites,ImageSprite,scaleToWidth.(I)Ljava/lang/Object;,38
Holmaren,ir,PostingsEntry,addOffset.(I)V,32
WyattPearson,ui,DrawPanel,setBounds.(IIII)V,105
rails-school,org.railsschool.tiramisu.views.patterns,ReminderSeekbarLabelPattern,_setCurrent.(I)V,29
luizrogeriocn,-,ListaDeCantinas,removerReferencia.(I)V,29
voodoodyne,org.subethamail.smtp.server,SMTPServer,setConnectionTimeout.(I)V,27
hpu-spring87,com.hpuvoice.fragment,ChatFragment,viewPagerItem.(I)Ljava/lang/Object;,28
halfjew22,net.everythingandroid.timer,TimerActivity,onCreateDialog.(I)Ljava/lang/Object;,27
TheTemportalist,com.temportalist.thaumicexpansion.common.tile,TEThaumicAnalyzer,incrSide.(I)Z,33
sheryanresutov,gui,GamePanel,setGameID.(I)V,30
martincameron,micromod,Instrument,normalizeSampleIdx.(I)I,27
srivathsarao,com.vertexnet.realestate.model.tablemodel,AgentsTableModel,getColumnName.(I)Ljava/lang/Object;,26
jglewis93,com.example.jon.restroomradar,SchemaContract,getDescription.(I)Ljava/lang/Object;,29
clrung,-,Heap,left.(I)I,27
bowser123467,com.dwarfscraft.musicbox,MusicThread,nextSong.(I)V,28
StefanCiotec,ro.pub.cs.systems.pdsd.lab05.addressbook.controller,ContactAdapter,getItem.(I)Ljava/lang/Object;,28
TBtomislav,jxl.write.biff,WritableWorkbookImpl,removeSheet.(I)V,30
divinebooger,-,StdDrawPlus,isKeyPressed.(I)Z,88
WyattPearson,ui,DrawPanel,resizeImage.(II)V,102
nwtgck,jp.dip.nwtgck.bindable.component,Arrangement,get.(I)Ljava/lang/Object;,28
TBtomislav,jxl.write.biff,WritableWorkbookImpl,getExternalSheetIndex.(I)I,30
patriciocordova,io.vov.vitamio.widget,CenterLayout,onMeasure.(II)V,28
NanodegreeStudent,com.danilaeremin.nicecoffee.Adapters,ProductCellAdapter,getProduct.(I)Ljava/lang/Object;,28
martincameron,ibxm,Data,uByte.(I)I,29
frigidrain,scheduler,TaskGroup,priority.(I)I,29
fbrass,de.spqr.activitiderbysoapservice,PartServer,changeWheelAmount.(I)Z,29
MikeLydeamore,powercrystals.core.gui.controls,ListBox,removeAt.(I)V,35
lydiaSidhom,Engine,Shifter,shift.(I)V,29
pfyuit,com.pfyuit.myalgorithm.datastructure.graph,PriorityQueue,trickleDown.(I)V,29
shred,org.shredzone.feinrip.gui,JLabelGroup,setVerticalAlignment.(I)V,102
dezouzart,service,SmartBusca,checaVisitados.(II)Z,29
sivang,org.kde.necessitas.origo,QtActivity,onCreateDialog.(I)Ljava/lang/Object;,29
clear2zero,com.ksy.media.widget,CenterLayout,onMeasure.(II)V,29
srivathsarao,com.vertexnet.realestate.model.tablemodel,LayoutsTableModel,getValueAt.(II)Ljava/lang/Object;,28
stickfigure,unsuck.lang,DateUtil,birthFloor.(I)Ljava/lang/Object;,29
sheryanresutov,GameBackEnd,GameBoard,processSubmit.(III)I,30
uqbar-project,com.uqbar.commons.descriptor,ClassForDescription,method4.(I)Ljava/lang/Object;,29
Mandrivia,main,ProblemData,setAltitudeChanges.(III)V,27
linsonzhao,video.app.autobahn,WebSocketOptions,setMaxMessagePayloadSize.(I)V,29
isince,com.ndsince.dictsv.Adapter,CustomAdapter,getItemId.(I)J,27
TheTemportalist,com.temportalist.thaumicexpansion.common.tile,TEThaumicAnalyzer,rotateDirectlyTo.(I)V,28
tkleisas,org.teacake.monolith.apk,LinearInterpolator,getValue.(I)F,29
JsonHunt,com.squareup.okhttp.internal.spdy,Settings,getClientCertificateVectorSize.(I)I,27
KenyStev,com.ZeroStudio.Algorimos.week1,WeightedQuickUnionUF,root.(I)I,29
abraxasson,at.abraxas.amarino.plugins.orientation,EditActivity,getRateText.(I)Ljava/lang/Object;,28
jn222na,com.example.DAL,CRUD,sortFirstAndLastname.(I)Ljava/lang/Object;,27
TBtomislav,jxl.biff.drawing,ShapeType,getType.(I)Ljxl/biff/drawing/ShapeType;,42
zhangruoxu,VC.CodeGen,Emitter,emitILOAD.(I)V,29
tliu17,-,ClosedHashing,delete.(II)V,34
TBtomislav,jxl.write.biff,WritableWorkbookImpl,getExternalSheetName.(I)Ljava/lang/Object;,28
jfeinstein10,com.jeremyfeinstein.slidingmenu.lib.app,SlidingActivity,setContentView.(I)V,27
liulinru13,mmrx.com.myuserdefinedview,MainActivity,selectFragment.(I)V,28
igrief15,-,Board,getPos.(I)Ljava/lang/Object;,27
AdaptiveSystem,com.movie.worth.dao,Ratings,getOneParticularRating.(II)Ljava/lang/Object;,26
double0291,io.vov.vitamio.widget,CenterLayout,onMeasure.(II)V,38
jhonnybsg,br.com.gamezes.screens,PlayerSelectScreen,touchUp.(IIII)Z,27
JsonHunt,com.squareup.okhttp.internal.spdy,Settings,getRoundTripTime.(I)I,27
divinebooger,huglife,StdDraw,setPenColor.(III)V,90
MikeLydeamore,powercrystals.core.gui.controls,ListBox,onMouseWheel.(III)Z,28
Tibolte,is.arontibo.library.VectorCompat,DrawableCompat,setHotspotBounds.(IIII)V,27
sheryanresutov,gui,GamePanel,addCard.(I)V,25
vdzundza,main,HashMap,getIndex.(I)I,28
immlf,ua.pp.lab101.synthesizercontrol.ftdiconverter,DataConverter,returnSetBitMask.(I)B,26
caseyjames,assignment2,Library,getInstanceOf.(I)Ljava/lang/Object;,26
TheTemportalist,com.temportalist.thaumicexpansion.common.tile,TEThaumicAnalyzer,updateForTier.(I)V,26
TBtomislav,jxl.write.biff,WritableWorkbookImpl,getLastExternalSheetIndex.(I)I,27
hpu-spring87,com.hpuvoice.XlistView,XListViewFooter,setState.(I)V,28
clear2zero,com.ksy.media.player,BaseMediaPlayer,notifyOnBufferingUpdate.(I)V,28
ey-,com.aje.logic16.app.GameLogic,Conjunction,getLiteral.(I)Ljava/lang/Object;,28
TBtomislav,jxl.write.biff,RowRecord,setRowHeight.(I)V,28
KenyStev,com.ZeroStudio.Algorimos.week1,QuickUnionUF,connected.(II)Z,28
aurora-lzzp,student,ClassMgr,searchClassbyNum.(I)Ljava/lang/Object;,27
TomWerner,com.wernerapps.ezbongo.StopListing,ExpandableSwipeAdapter,isChildSelectable.(II)Z,26
Jumping-alien-W-and-M,jumpingalien.model,World,setYWindow.(I)V,27
jfeinstein10,com.jeremyfeinstein.slidingmenu.lib.app,SlidingFragmentActivity,setBehindContentView.(I)V,26
ey-,com.aje.logic16.app.GameLogic,GameLogic,updatePlayerAssignment.(I)V,28
Mandrivia,main,ProblemData,columnDist.(II)I,28
srivathsarao,com.vertexnet.realestate.model.tablemodel,SitesTableModel,isCellEditable.(II)Z,32
di-ruan,shared,RDSWrapper,getRestaurantCoupons.(I)Ljava/lang/Object;,28
JsonHunt,com.squareup.okhttp.internal.spdy,Settings,get.(I)I,28
wujek-srujek,com.jambit.conti.ccss,CCSS,generateTouch.(III)V,28
MikeLydeamore,powercrystals.core.gui.controls,ListBox,onMousePressed.(III)Z,28
jlnunn2372,main.java.bubblePopper,ScoreBoardController,setScore.(I)V,27
martincameron,micromod,Note,keyToString.(I)Ljava/lang/String;,39
BoBinLee,com.skhu.service,SkhuBrdService,addSkhuBrd.(II)Z,30
fabiuz7,edu.priceton.cs.graph,DigraphGenerator,simple.(II)Ljava/lang/Object;,41
Sidereo,com.sidereo.paparazzi.adapter,PictureAdapter,getItemViewType.(I)I,28
divinebooger,-,Board,drawBoard.(II)V,56
eevans,SevenZip.Compression.LZ,OutWindow,GetByte.(I)B,32
srivathsarao,com.vertexnet.realestate.model.tablemodel,LayoutsTableModel,isCellEditable.(II)Z,29
sheryanresutov,GameBackEnd,Game,onSubmit.(IIII)Ljava/lang/Object;,31
MikeLydeamore,powercrystals.core.gui.controls,Button,onMousePressed.(III)Z,28
mookie1097,mooklabs.ivdconnect,NavigationDrawerFragment,selectItem.(I)V,31
frontiertsymbal,com.frontier.giphy.utils,CircularViewPagerHandler,onPageScrollStateChanged.(I)V,30
eevans,SevenZip.Compression.LZMA,Base,StateIsCharState.(I)Z,29
twitter,com.twitter.http2,HttpHeaderBlockEncoder,setDecoderMaxHeaderTableSize.(I)V,29
martincameron,micromod.compiler,AudioData,scale.(I)Lmicromod/compiler/AudioData;,29
TheTemportalist,com.temportalist.thaumicexpansion.common.tile,TEThaumicAnalyzer,getAugmentedTime.(I)I,26
fbrass,de.spqr.inventorychangeapp,PartServer,changeFronWindowAmount.(I)Z,28
jhonnybsg,br.com.gamezes.screens,PlayerSelectScreen,touchDragged.(III)Z,26
clhernandez,cl.usach.lab1.rrhh.rmi.client,ClienteRrhhRMI,getDepartamentoById.(I)Ljava/lang/Object;,28
pfyuit,com.pfyuit.myalgorithm.datastructure.graph,PriorityQueue,trickleUp.(I)V,28
fabiuz7,edu.umd.cloud9.util,ArrayListOfFloats,remove.(I)F,29
KenyStev,LabProgra2,Residencial,InformacionCasa.(I)Z,28
Artur-,org.vaadin.artur,DayValidator,getDaysInMonth.(I)I,57
DShamaev,com.hikimori911.mylastfmclient.appinterface,MainMenuAdapter,getItemViewType.(I)I,28
jfeinstein10,com.jeremyfeinstein.slidingmenu.lib.app,SlidingListActivity,setBehindContentView.(I)V,26
gpfjeff,com.gpfcomics.android.ppp,Cardset,isValidNumberOfColumns.(I)Z,30
Jumping-alien-W-and-M,jumpingalien.common.sprites,ImageSprite,shiftHue.(I)Ljava/lang/Object;,26
yxsu,com.petuum.ps.server,Server,init.(I)V,27
bradfordkyle11,com.kmbapps.classscheduler,AddClassSectionActivity,to12HourFormat.(II)Ljava/lang/Object;,49
si-yao,utility,SocketService,getInstance.(I)Ljava/lang/Object;,37
Jumping-alien-W-and-M,jumpingalien.common.sprites,ImageSprite,scaleToHeight.(I)Ljava/lang/Object;,28
fbrass,de.spqr.inventorychangeapp,PartServer,changeWheelAmount.(I)Z,28
divinebooger,-,ObjectList,get.(I)Ljava/lang/Object;,30
igorgatis,com.googlecode.compress_j2me.gzip,ZStream,byteAtDistance.(I)I,32
clhernandez,cl.usach.lab1.rrhh.rmi.client,ClienteRrhhRMI,getCargoById.(I)Ljava/lang/Object;,29
zyq001,edu.bupt.zyq,PascalsTriangle,generate.(I)Ljava/util/List;,68
linsonzhao,video.app.autobahn,WebSocketOptions,setSocketConnectTimeout.(I)V,28
fabiuz7,edu.umd.cloud9.util,ArrayListOfShorts,remove.(I)S,29
TBtomislav,jxl.biff.drawing,EscherRecordType,getType.(I)Ljxl/biff/drawing/EscherRecordType;,64
supernova-cmu,CV,CrossValidation,validate.(I)Ljava/lang/Object;,28
MikeLydeamore,powercrystals.core.gui.controls,ListBox,scrollTo.(I)V,28
TBtomislav,jxl.format,UnderlineStyle,getStyle.(I)Ljxl/format/UnderlineStyle;,35
martincameron,micromod,Channel,row.(IIII)V,29
sheryanresutov,gui,GamePanel,decreaseScore.(I)V,27
alexditu,ro.pub.cs.systems.pdsd.lab05.sample10listactivity.controller,CartoonAdapter,getItemViewType.(I)I,29
fbrass,de.spqr.activitiderbysoapservice,PartServer,changeEngineAmount.(I)Z,28
kinneyyan,com.antonyt.infiniteviewpager,MinFragmentPagerAdapter,getItem.(I)Ljava/lang/Object;,28
martincameron,micromod,Note,transpose.(II)I,119
niosus,com.learnit.learnit.fragments.learn_fragments,AbstractLearnFragment,onAnimationFinished.(II)V,29
RedingG,com.reding.qrcard,WelcomeActivity,setCurDot.(I)V,28
luizrogeriocn,-,ListaDeCantinas,referenciaCadastrada.(I)Z,30
jlnunn2372,main.java.bubblePopper,ScoreBoardController,addScoreToList.(II)V,28
yxsu,com.petuum.ps.server,Server,addRowRequest.(IIII)V,29
fabiuz7,edu.umd.cloud9.util,ArrayListOfShorts,ensureCapacity.(I)V,29
aurora-lzzp,student,ClassMgr,setClassMgrid.(I)V,29
fabiuz7,edu.umd.cloud9.util,ArrayListOfInts,add.(II)V,33
jalpan-randeri,model,Dataset,getPoint.(I)Ljava/lang/Object;,29
tliu17,-,OpenHashing,insert.(II)V,47
voodoodyne,org.subethamail.smtp.io,ThresholdingOutputStream,write.(I)V,27
martincameron,micromod,Instrument,setFineTune.(I)V,35
josinmartinez,Pruebas.LocalSearch,EightQueens,violations.(I)I,29
harithan81,com.lm.service,BookService,placeHoldOnBook.(I)Ljava/lang/Object;,27
StefanCiotec,ro.pub.cs.systems.pdsd.lab05.sample09baseadapter.controller,CartoonAdapter,getItem.(I)Ljava/lang/Object;,26
yxsu,com.petuum.ps.server,CallBackSubs,subscribe.(I)Z,28
immlf,ua.pp.lab101.synthesizercontrol.adregisters,ADRegister,setBitByPosition.(I)V,29
jhonnybsg,br.com.gamezes.screens,PlayerSelectScreen,touchDown.(IIII)Z,27
sheryanresutov,GameBackEnd,GameLobby,createGame.(I)Ljava/lang/Object;,28
MikeLydeamore,cofh.gui.client,GuiFriendsList,mouseClicked.(III)V,28
clhernandez,cl.usach.lab1.db.DAO.rrhh,CargoDAO,getCargoById.(I)Ljava/lang/Object;,27
JsonHunt,org.apache.cordova,LinearLayoutSoftKeyboardDetect,onMeasure.(II)V,28
voodoodyne,org.subethamail.smtp.server,SMTPServer,setPort.(I)V,26
igrief15,-,Board,drawBoard.(II)V,50
clhernandez,cl.usach.lab1.finanzas.rmi.client,ClienteFinanzasRMI,getClienteById.(I)Ljava/lang/Object;,29
tkleisas,org.teacake.monolith.apk,SoundPoolManager,stopMusic.(I)V,29
BrassGoggledCoders,fantasykingdoms.common.blocks,BlockCustomFiniteFluid,getIcon.(II)Ljava/lang/Object;,28
srivathsarao,com.vertexnet.realestate.model.tablemodel,SitesTableModel,getColumnClass.(I)Ljava/lang/Object;,32
twitter,com.twitter.http2,HttpConnection,updateAllSendWindowSizes.(I)V,27
yxsu,com.petuum.ps.common.util,VectorClock,isUniqueMin.(I)Z,28
Jumping-alien-W-and-M,jumpingalien.model,World,setWindowHeight.(I)V,32
StefanCiotec,ro.pub.cs.systems.pdsd.lab05.sample10listactivity.controller,CartoonAdapter,getItemViewType.(I)I,32
Jumping-alien-W-and-M,jumpingalien.model,World,getFeature.(II)Ljava/lang/Object;,27
MikeLydeamore,cofh.gui,GuiTextList,selectLine.(I)V,30
tphoney,com.android.neverheardthat,Collection,getArtist.(I)Ljava/lang/Object;,28
thergbway,gui,MazeVisualizer,addAppropriateFlagIfPossible.(II)V,28
KenyStev,com.ZeroStudio.Algorimos.week1,WeightedQuickUnionUF,connected.(II)Z,30
alkatena,aviones.modelo,ScoreMax,actualizarPuntaje.(I)V,29
martincameron,micromod.compiler,AudioData,resample.(II)Lmicromod/compiler/AudioData;,46
jlnunn2372,bubblePopper,ScoreBoardController,comapreScore.(I)V,30
GugleGH,ru.nosov.SMSreader.db.adapters,AdapterPSTv1,getItemId.(I)J,29
sheryanresutov,GameBackEnd,GameLobby,findGame.(I)Ljava/lang/Object;,30
twitter,com.twitter.http2,HttpConnection,getPendingWrite.(I)Ljava/lang/Object;,29
frigidrain,scheduler,TaskGroup,setUrgency.(I)V,27
bitcrystal,de.bitcrystal.decentralizedexchange.security,BitCrystalKeyGenerator,getByteSizeHash.(I)I,33
Kevin-unipe,data.br,Data,setMes.(I)V,31
tliu17,-,ClosedHashing,lookUp.(I)V,32
frigidrain,scheduler,TaskGroup,setDifficulty.(I)V,28
jlnunn2372,bubblePopper,ScoreBoardController,addScoreToList.(II)V,30
srivathsarao,com.vertexnet.realestate.model.tablemodel,PaymentPlansTableModel,getColumnClass.(I)Ljava/lang/Object;,32
mathewreny,com.unl.cse,Compiler,returnBinaryNumber.(II)Ljava/lang/Object;,33
ey-,com.aje.logic16.app.GameLogic,GameLogic,buttonClicked.(I)V,30
twitter,com.twitter.http2,HttpConnection,getReceiveWindowSizeLowerBound.(I)I,28
divinebooger,-,Board,occupy.(II)V,27
linsonzhao,video.app.com.views,ScallingImageView,resolveAdjustedSize.(III)I,29
tecnomatico,com.freelancersteam.www.java.tomafoto.dominio.dao.imp,EmpleadoDaoImp,getAsistencia.(I)Ljava/lang/Object;,28
fiddenmar,com.jlabs.lab6,EncodingCipher,getEncoding.(I)Ljava/lang/String;,31
lerichard95,-,RandTreeGenInt,randTree.(II)Ljava/lang/Object;,26
WyattPearson,server,ReversiGame,flip.(II)V,28
TheTemportalist,com.temportalist.thaumicexpansion.common.block,BlockThaumicAnalyzer,getRotation.(I)I,28
jlnunn2372,bubblePopper,ScoreBoardController,setHighScore.(I)V,26
martincameron,ibxm,Data,ubeShort.(I)I,30
PunchApp,com.android.volley.toolbox,PoolingByteArrayOutputStream,expand.(I)V,27
Jumping-alien-W-and-M,jumpingalien.common.sprites,ImageSprite,scaleToWidth.(I)Ljava/lang/Object;,26
jlnunn2372,main.java.bubblePopper,ScoreBoardController,setHighScore.(I)V,26
dumchikov,chickens.kharkov.ua.chickens,TabsViewPagerAdapter,getPageTitle.(I)Ljava/lang/Object;,27
TBtomislav,jxl.biff.formula,Area3d,adjustRelativeCellReferences.(II)V,29
pinguo-zhangshuchun,kari.com.org.camerademo,CameraActivity,changeCameraZoom.(I)V,29
Kevin-unipe,data.br,Data,setAno.(I)V,38
srivathsarao,com.vertexnet.realestate.model.tablemodel,LayoutsTableModel,getColumnName.(I)Ljava/lang/Object;,27
Kevin-unipe,data.br,Data,setDia.(I)V,31
Jumping-alien-W-and-M,jumpingalien.common.sprites,ImageSprite,shiftHue.(I)Ljava/lang/Object;,27
srivathsarao,com.vertexnet.realestate.model.tablemodel,EmployeesTableModel,isCellEditable.(II)Z,28
sheryanresutov,gui,CardGrid,setGameID.(I)V,27
double0291,com.android.volley.toolbox,PoolingByteArrayOutputStream,expand.(I)V,28
voodoodyne,org.subethamail.smtp.io,ExtraDotOutputStream,write.(I)V,29
StefanCiotec,ro.pub.cs.systems.pdsd.lab05.sample11listfragment.controller,CartoonAdapter,getItem.(I)Ljava/lang/Object;,28
igrief15,-,Board,function.(I)I,28
jfeinstein10,com.jeremyfeinstein.slidingmenu.lib.app,SlidingMapActivity,findViewById.(I)Ljava/lang/Object;,29
KenyStev,-,PalindromoAir,firstAvailable.(I)I,29
zyq001,edu.bupt.zyq,FactorialTrailingZeroes,trailingZeroes.(I)I,56
nicolas-legroux,-,GraphBuilder,getPresentParts.(II)Ljava/lang/Object;,28
sheryanresutov,GameBackEnd,Game,dropPlayerFromSB.(I)Ljava/lang/Object;,30
eevans,SevenZip.Compression.LZMA,Base,StateUpdateShortRep.(I)I,28
lerichard95,-,RandTreeGenInt,exhaustTree.(II)Ljava/lang/Object;,49
jordanywhite,edu.up.cs301.game.config,GameConfig,removePlayer.(I)V,30
StefanCiotec,ro.pub.cs.systems.pdsd.lab05.addressbook.controller,ContactAdapter,getItemId.(I)J,27
fabiuz7,edu.umd.cloud9.util,ArrayListOfInts,add.(I)V,29
di-ruan,shared,RDSWrapper,deleteCoupon.(II)Z,27
phdabel,util,MASLABRouting,getRoadIDs.(I)Ljava/lang/Object;,29
caseyjames,assignment8,HashTable,isPrime.(I)Z,28
di-ruan,shared,RDSWrapper,getCustomerConfig.(I)Ljava/lang/Object;,29
clhernandez,cl.usach.lab1.rrhh.rmi.client,ClienteRrhhRMI,eliminarDepartamento.(I)Z,29
clear2zero,com.ksy.media.player,BaseMediaPlayer,notifyOnInfo.(II)Z,29
clear2zero,com.ksy.media.data,MediaPlayerUtils,isWindowMode.(I)Z,30
double0291,com.android.volley.toolbox,ByteArrayPool,getBuf.(I)[B,29
phdabel,ufrgs.maslab.abstractsimulator.algorithms,KMeans,initializeCentroids.(I)V,29
